Team Number,Advisor,Problem,Ranking,Institution ID
40464,Liu Yang,A,Honorable Mention,406
40465,GuoGuang Yan,A,Successful Participant,64
40466,Hao Wang,A,Successful Participant,3
40467,Liu Yang,B,Honorable Mention,406
40468,GUOQIANG LI,C,Meritorious,69
40469,Liu Yang,B,Honorable Mention,406
40470,Songlin Xu,B,Successful Participant,863
40471,Dai Mingqiang,A,Successful Participant,866
40472,Zhiwu Wen,B,Honorable Mention,406
40473,Zhiwu Wen,A,Meritorious,406
40474,Zhiwu Wen,B,Successful Participant,406
40475,Dongwei Shi,A,Successful Participant,867
40476,Jiang Shujuan,D,Meritorious,806
40477,Zhiwu Wen,B,Honorable Mention,406
40478,Desheng Tian,A,Successful Participant,863
40479,Chengfu Li,A,Successful Participant,406
40480,Jiajun Zhang,D,Honorable Mention,28
40481,Chengfu Li,A,Successful Participant,406
40482,Chengfu Li,B,Successful Participant,406
40483,Chengfu Li,A,Honorable Mention,406
40484,Chengfu Li,A,Successful Participant,406
40485,Dongwei Shi,A,Honorable Mention,867
40486,Fagui Liu,A,Successful Participant,859
40487,Chengfu Li,A,Successful Participant,406
40488,Chengfu Li,A,Honorable Mention,406
40489,YongSong Zhu,A,Honorable Mention,863
40490,Huang Dengbin,A,Honorable Mention,866
40491,Chengfu Li,A,Honorable Mention,406
40492,Chengfu Li,A,Honorable Mention,406
40493,Zhang Honglei,A,Honorable Mention,858
40494,Chengfu Li,A,Honorable Mention,406
40495,Chengfu Li,A,Honorable Mention,406
40496,Heng Liang,A,Honorable Mention,207
40497,Hongwei Jiao,B,Successful Participant,867
40498,GuoHone Zhang,A,Successful Participant,868
40499,Ai Xiaochuan,A,Honorable Mention,866
40500,Gaohui Peng,A,Meritorious,859
40501,Yingdan Wu,A,Honorable Mention,863
40502,Yuanzhang Zhang,A,Honorable Mention,859
40503,Weibing Zuo,B,Successful Participant,859
40504,Dandan Chen,B,Successful Participant,869
40505,Youxi Luo,A,Honorable Mention,863
40506,Jin Yuhong,A,Meritorious,866
40507,Yanling Li,A,Successful Participant,859
40508,Zuoqing Chen,A,Honorable Mention,30
40509,Junqing Chen,D,Meritorious,207
40510,XiaoQing Jiang,A,Meritorious,63
40511,Xu Zhongchang,A,Meritorious,866
40512,Cijun Fang,A,Successful Participant,863
40513,Xingming Shu,A,Honorable Mention,71
40514,Yan Chen,A,Successful Participant,857
40515,Zhihong Luo,A,Successful Participant,28
40516,Hongrui Zhang,A,Honorable Mention,859
40517,Songlin Xu,B,Successful Participant,863
40518,Wang Shengbing,A,Meritorious,866
40519,Hongwei Yue,A,Successful Participant,859
40520,Nanjing Huang,A,Successful Participant,870
40521,Linlin Shao,A,Successful Participant,47
40522,Fukang Zhu,A,Successful Participant,242
40523,Li Wei,C,Successful Participant,866
40524,Yaling Yin,A,Successful Participant,429
40525,Lin Zhao,A,Successful Participant,20
40526,Liu Yongkai,A,Successful Participant,866
40527,Yue Zhao,B,Successful Participant,256
40528,Yan Chen,A,Successful Participant,857
40529,Wang Wei,A,Honorable Mention,866
40530,Qingbang Zhang,A,Successful Participant,16
40531,Zhai Yali,B,Meritorious,866
40532,Liuyi Zhong,B,Successful Participant,25
40533,Jie Luo,A,Successful Participant,1
40534,Yu Mei,A,Successful Participant,9
40535,Liu Haitao,A,Successful Participant,866
40536,Hongbo Du,A,Successful Participant,871
40537,Hongbo Du,A,Successful Participant,871
40538,Guochun Zhang,A,Successful Participant,518
40539,Shang Yueyun,B,Honorable Mention,872
40540,Honggang Zeng,C,Successful Participant,303
40541,Bo Wang,A,Honorable Mention,857
40542,Chengdong Dong,B,Honorable Mention,8
40543,Xiaopeng Liu,A,Successful Participant,518
40544,HuiLei Han,B,Successful Participant,736
40545,Xiaopeng Liu,A,Honorable Mention,518
40546,Bo Wang,A,Honorable Mention,857
40547,Weiling Yang,D,Honorable Mention,99
40548,Yue Zhao,A,Successful Participant,256
40549,Han Yang,D,Successful Participant,12
40550,Bo Wang,A,Successful Participant,857
40551,Lihui He,A,Successful Participant,518
40552,Bo Li,A,Successful Participant,206
40553,Lihui He,A,Successful Participant,518
40554,Guangdong Huang,A,Successful Participant,745
40555,Shuyou Zhang,A,Honorable Mention,63
40556,Yibing Wang,B,Meritorious,873
40557,Baodong LIU,D,Honorable Mention,210
40558,Yibing Wang,B,Successful Participant,873
40559,Chunru Dong,B,Honorable Mention,518
40560,XUEWEI CAO,B,Meritorious,874
40561,Shaobo Qu,A,Successful Participant,857
40562,lingling Wang,B,Successful Participant,1
40563,Shaobo Qu,A,Successful Participant,857
40564,Xiaotao Wu,A,Successful Participant,875
40565,Xiaogang Duan,D,Successful Participant,50
40566,Gang Lv,B,Successful Participant,857
40567,Baodong LIU,D,Honorable Mention,210
40568,Guanqiong Yang,D,Meritorious,50
40569,Hongtao Zhang,A,Successful Participant,857
40570,Jian Ming,C,Successful Participant,235
40571,Keqi Chen,D,Successful Participant,138
40572,Hengjie Chen,B,Honorable Mention,876
40573,Yongjiang Xue,A,Successful Participant,294
40574,Haiyan Sun,A,Successful Participant,1
40575,Yongjiang Xue,B,Successful Participant,294
40577,Yulan Wang,A,Successful Participant,329
40578,zhou fang,A,Meritorious,303
40579,Xiaoming Fan,C,Successful Participant,138
40580,Aijiao Deng,A,Successful Participant,25
40581,Chuan Ding,A,Honorable Mention,877
40582,Jun Ye,D,Honorable Mention,207
40583,Xinjiang Gu,A,Successful Participant,262
40584,Liangfu Lv,B,Honorable Mention,292
40585,Baodong LIU,D,Meritorious,210
40586,Jing Guan,A,Successful Participant,95
40587,Hengjie Chen,A,Honorable Mention,876
40588,Baodong LIU,A,Honorable Mention,210
40589,Hengjie Chen,B,Successful Participant,876
40590,Baodong Liu,A,Honorable Mention,210
40591,haichao chen,A,Successful Participant,236
40592,Baodong LIU,B,Honorable Mention,210
40593,Cao Yang,A,Honorable Mention,242
40594,haoxiang Zhang,A,Successful Participant,878
40595,Zhang li zhuo,A,Honorable Mention,41
40596,Yuzhong Liu,B,Successful Participant,126
40598,Shuai Li,A,Successful Participant,1
40599,Yi Zhang,D,Honorable Mention,52
40600,Xiang Gao,A,Successful Participant,229
40601,Fan Hong Fei,A,Successful Participant,879
40602,Binghui Guo,B,Honorable Mention,1
40603,Jinwu Gao,A,Successful Participant,39
40604,Xiaoming Xiong,A,Honorable Mention,186
40605,Quandong Feng,A,Successful Participant,171
40606,Weihua Huang,A,Honorable Mention,57
40607,Sanxing Wu,B,Successful Participant,1
40608,Buyang Li,B,Successful Participant,57
40609,ZHONGHUI OU,A,Successful Participant,880
40610,Mu Lin,A,Honorable Mention,138
40611,Xiaoming Pen,D,Meritorious,362
40612,Zhenbo Wang,B,Outstanding Winner,207
40613,ZHONGHUI OU,B,Honorable Mention,880
40614,Yang Ming,A,Honorable Mention,705
40615,Yuanming Hu,A,Honorable Mention,25
40616,ZHONGHUI OU,A,Successful Participant,880
40617,zhang jianping,A,Successful Participant,881
40618,Chang Liu,A,Successful Participant,3
40619,Tao Feng,A,Successful Participant,63
40620,Junna Bi,A,Honorable Mention,66
40621,Bo Li,A,Honorable Mention,206
40622,anran wang,A,Honorable Mention,25
40623,Hou Qiang,A,Successful Participant,705
40624,Qingquan Wang,B,Successful Participant,87
40625,Zhang Feng,B,Successful Participant,705
40627,Xue Zhen,A,Successful Participant,705
40628,Zhao Hui,B,Successful Participant,66
40629,Xinze Lian,A,Honorable Mention,882
40630,Lei Yingjie,A,Honorable Mention,705
40631,XiaoMing Fan,A,Honorable Mention,883
40632,Minqing Xiao,A,Honorable Mention,880
40633,Minqing Xiao,C,Successful Participant,880
40634,Han Luo,D,Successful Participant,884
40635,Yue Zhou,B,Successful Participant,191
40636,Minqing Xiao,A,Successful Participant,880
40637,Pak-Wing Fok,A,Successful Participant,885
40638,Qinghua Chen,B,Successful Participant,880
40639,Qinghua Chen,A,Successful Participant,880
40640,Yong Luo,A,Honorable Mention,882
40641,Qinghua Chen,A,Successful Participant,880
40642,Tao Wang,B,Successful Participant,886
40643,Qinghua Chen,A,Successful Participant,880
40644,Xiuyun Zheng,B,Successful Participant,104
40645,Ancha Xu,A,Honorable Mention,882
40646,Xiaoguang Lu,D,Successful Participant,362
40647,Jia Tang,D,Successful Participant,880
40648,Jinsong Fan,B,Successful Participant,882
40649,Jia Tang,B,Successful Participant,880
40650,Jia Tang,D,Honorable Mention,880
40651,Xiaoqin Zhang,B,Honorable Mention,882
40652,Daquan Jiang,A,Successful Participant,47
40653,Jia Tang,B,Successful Participant,880
40654,ChangQing Lv,B,Successful Participant,743
40655,Wei Feng,B,Successful Participant,1
40656,Shuqian Zhu,A,Unsuccessful,210
40657,Yinfeng Li,D,Successful Participant,680
40658,Hu Zhang,D,Successful Participant,64
40659,Changfeng Ma,B,Successful Participant,880
40660,William T Ross,B,Successful Participant,887
40661,Joseph Eichholz,A,Honorable Mention,888
40662,Changfeng Ma,A,Successful Participant,880
40663,Changfeng Ma,A,Successful Participant,880
40664,Changfeng Ma,D,Honorable Mention,880
40665,Hongmei Zhao,A,Meritorious,889
40666,Shuni Song,A,Meritorious,890
40668,Haiyan Sun,A,Honorable Mention,1
40669,Shuni Song,A,Honorable Mention,890
40670,Jian Ma,B,Successful Participant,1
40671,yan xiao ming,C,Successful Participant,418
40672,Xiaodong Yang,A,Successful Participant,210
40673,Shuni Song,A,Meritorious,890
40674,Lianping Yang,A,Meritorious,846
40675,Lianping Yang,B,Honorable Mention,846
40676,Guotian Yang,B,Honorable Mention,70
40677,Lianping Yang,A,Honorable Mention,846
40678,Hong Liu,D,Successful Participant,891
40679,Yanrui Sun,A,Honorable Mention,892
40680,Yanrui Sun,A,Successful Participant,892
40681,Lin Li,A,Successful Participant,9
40682,Yang Gao,A,Successful Participant,362
40683,Jingzhi Li,A,Successful Participant,146
40684,Yang Guo,B,Honorable Mention,846
40685,Yorck I SommerhÃ¤user,B,Meritorious,893
40686,Yang Guo,A,Honorable Mention,846
40687,Hubert Noussi Kamdem,A,Successful Participant,894
40688,Yang Guo,B,Honorable Mention,846
40689,Weihua Huang,A,Successful Participant,57
40690,Yun Yang,A,Successful Participant,890
40691,Yun Yang,A,Honorable Mention,890
40692,Xinhui Shao,B,Honorable Mention,895
40693,Xinhui Shao,A,Successful Participant,895
40694,Yanxiang Zhang,B,Honorable Mention,20
40695,Ying Sheng,A,Successful Participant,846
40696,Lisa J Holden,A,Successful Participant,896
40697,Ying Sheng,A,Successful Participant,846
40698,Lisa J Holden,A,Unsuccessful,896
40699,Cuiping Xue,A,Honorable Mention,846
40700,Cuiping Xue,A,Honorable Mention,846
40701,Cuiping Xue,A,Successful Participant,846
40702,Yang Hai Huang,D,Successful Participant,50
40703,Lisa J Holden,A,Successful Participant,896
40704,Liuling Li,A,Honorable Mention,9
40705,Yanhua Yu,A,Honorable Mention,846
40706,Lisa J Holden,A,Successful Participant,896
40707,Yanhua Yu,A,Honorable Mention,846
40708,Nan Feng,B,Honorable Mention,846
40709,Nan Feng,B,Honorable Mention,846
40710,Nan Feng,B,Successful Participant,846
40711,Jingyi Liu,A,Successful Participant,598
40712,Jingyi Liu,A,Successful Participant,598
40713,Du Jian,A,Successful Participant,897
40714,Jingyi Liu,B,Successful Participant,598
40715,Jian Li,B,Successful Participant,600
40716,Jian Li,B,Successful Participant,600
40717,Gongshu Wang,A,Successful Participant,598
40718,Gongshu Wang,A,Successful Participant,598
40719,Daniel Toundykov,A,Successful Participant,898
40720,Ding Zhai,B,Meritorious,899
40721,Ding Zhai,A,Successful Participant,899
40722,Ming Li,A,Honorable Mention,9
40723,Jin Qian,B,Successful Participant,846
40724,Du Jian,A,Unsuccessful,897
40725,Han Luo,A,Successful Participant,884
40726,Ling Zhao,D,Honorable Mention,362
40727,Han Luo,A,Successful Participant,884
40728,Dan Schult,B,Honorable Mention,900
40729,Alan R Wolf,D,Successful Participant,901
40730,Dan Schult,A,Meritorious,900
40731,Alan R Wolf,B,Honorable Mention,901
40732,Benjamin Galluzzo,D,Honorable Mention,902
40733,Benjamin Galluzzo,A,Successful Participant,902
40734,Susan E Martonosi,B,Successful Participant,903
40735,Benjamin Galluzzo,B,Successful Participant,902
40736,Susan E Martonosi,A,Honorable Mention,903
40737,Susan E Martonosi,C,Finalist,903
40739,Susan E Martonosi,A,Successful Participant,903
40740,Susan E Martonosi,D,Meritorious,903
40741,Susan E Martonosi,C,Meritorious,903
40742,Susan E Martonosi,A,Meritorious,903
40743,Michael Z. Spivey,A,Honorable Mention,904
40744,Michael Z. Spivey,A,Successful Participant,904
40745,Michael Z. Spivey,A,Successful Participant,904
40746,Murphy Waggoner,A,Successful Participant,905
40747,Laura M Smith,B,Successful Participant,906
40748,Caira B Bongers,B,Successful Participant,907
40749,xiaomin wang,A,Successful Participant,69
40750,Wai Lau,A,Meritorious,908
40751,John W Estes,A,Successful Participant,797
40752,Kyle Riley,A,Successful Participant,909
40753,Ryan N Goh,A,Honorable Mention,910
40754,Anna R Haensch,A,Successful Participant,911
40755,Anna R Haensch,A,Successful Participant,911
40756,Anna R Haensch,B,Successful Participant,911
40757,Jia Zhai,D,Honorable Mention,912
40758,Benjamin Galluzzo,A,Successful Participant,902
40759,Kathy Tomlinson,B,Successful Participant,913
40760,Charles D Camp,B,Meritorious,914
40761,Charles D Camp,A,Honorable Mention,914
40762,Dorette A Pronk,A,Successful Participant,915
40763,Sanjeeva Balasuriya,A,Meritorious,916
40764,Sanjeeva Balasuriya,A,Outstanding Winner,916
40765,Jin Qian,B,Successful Participant,846
40766,Haoyue Fu,A,Honorable Mention,917
40767,Wang Hongzeng,B,Successful Participant,917
40768,Wang Hongzeng,A,Successful Participant,917
40769,Yingxuan Chang,B,Successful Participant,918
40770,Yuan Yuan,A,Successful Participant,917
40771,Liu Fengqiu,A,Successful Participant,919
40772,Yuan Yuan,A,Honorable Mention,917
40773,Wai Lau,A,Successful Participant,908
40774,Jinhua Qian,A,Successful Participant,917
40775,Jinhua Qian,A,Successful Participant,917
40776,Cao Luo,A,Successful Participant,917
40777,Wai Lau,A,Honorable Mention,908
40778,Hong Yin,A,Successful Participant,39
40779,Liu Fengqiu,D,Meritorious,919
40780,Xiaoyong Liu,A,Successful Participant,605
40781,Jie Luo,A,Honorable Mention,1
40782,Lu Xiao,B,Successful Participant,76
40783,Zeng-Shun Zhao,A,Successful Participant,920
40784,Jing Qin,B,Meritorious,287
40785,Hongjun Fan,A,Successful Participant,57
40786,Dongyan Chen,D,Successful Participant,919
40787,Dongyan Chen,D,Successful Participant,919
40788,Dongmei Li,A,Successful Participant,919
40789,Dongmei Li,D,Meritorious,919
40790,Wen Xiang,A,Successful Participant,333
40791,Zeng-Shun Zhao,D,Honorable Mention,920
40792,Liangzhu Mu,A,Successful Participant,47
40793,Guangdong Huang,A,Successful Participant,233
40794,Tao Sun,B,Meritorious,917
40795,Xianning Liu,B,Successful Participant,500
40796,Tao Sun,B,Successful Participant,917
40797,Song Guo,B,Successful Participant,921
40798,Xianning Liu,C,Successful Participant,500
40799,Xianning Liu,D,Honorable Mention,500
40800,Li Bingjie,B,Successful Participant,922
40801,Yi Yang,A,Successful Participant,923
40802,Yi Yang,B,Honorable Mention,923
40803,Li Bingjie,B,Successful Participant,922
40804,Chun Li,D,Honorable Mention,500
40805,Zhaohui Chen,A,Successful Participant,924
40806,Chun Li,C,Successful Participant,500
40807,Zhaohui Chen,A,Successful Participant,924
40808,Liang Fangchi,A,Honorable Mention,922
40809,Chun Li,D,Successful Participant,500
40810,Zhaohui Chen,A,Successful Participant,924
40811,Liang Fangchi,A,Honorable Mention,922
40812,Liang Fangchi,B,Successful Participant,922
40813,Yangrong Li,A,Honorable Mention,500
40814,Baodong LIU,D,Successful Participant,121
40815,Yin Zhonghai,D,Honorable Mention,922
40816,Chao Min,A,Honorable Mention,794
40817,Yangrong Li,A,Successful Participant,500
40818,Weihua Li,A,Honorable Mention,156
40819,Zhi George Lin,A,Successful Participant,63
40820,Chunqing Yao,B,Successful Participant,500
40821,Zhao Xuejun,D,Honorable Mention,922
40822,Zhao Xuejun,D,Successful Participant,922
40823,Jia Li,A,Honorable Mention,500
40824,Zhongliang Tang,A,Successful Participant,925
40825,ShuXiang Huang,D,Honorable Mention,210
40826,kaisha dong,A,Successful Participant,430
40827,Guang Guo Yan,A,Successful Participant,64
40828,Gao Dahua,A,Successful Participant,922
40829,Yan Long,A,Honorable Mention,922
40830,Lianxin Wei,D,Honorable Mention,926
40831,Yan Long,D,Honorable Mention,922
40832,lei xu,A,Successful Participant,430
40833,Zhongliang Tang,A,Successful Participant,925
40834,Wang Yali,A,Successful Participant,922
40835,Yanzhong Zhao,A,Successful Participant,200
40836,Honggeng Yang,A,Successful Participant,3
40837,Xianzhou Guo,A,Successful Participant,258
40838,Wang Yali,A,Successful Participant,922
40839,Yan Li,A,Honorable Mention,500
40840,Xianhua Song,B,Successful Participant,919
40841,Bing Li,D,Honorable Mention,159
40842,Jiao Hongying,D,Meritorious,922
40843,Xianhua Song,C,Honorable Mention,919
40844,Jingkun Jiang,C,Successful Participant,207
40845,Jiao Hongying,B,Successful Participant,922
40846,Xiaocong Wang,D,Honorable Mention,919
40847,Xiaocong Wang,D,Honorable Mention,919
40848,Wang Fenglan,B,Honorable Mention,922
40849,Xide Chen,B,Honorable Mention,500
40850,Wang Fenglan,A,Successful Participant,922
40851,Zhihui Wu,B,Meritorious,919
40852,Zhihui Wu,C,Honorable Mention,919
40853,Ping Lu,D,Successful Participant,104
40854,An Qinli,B,Honorable Mention,922
40855,Yingzhao Liu,A,Successful Participant,927
40856,An Qinli,A,Honorable Mention,922
40857,Yanzhong Zhao,B,Successful Participant,200
40858,Lili Yuan,D,Honorable Mention,919
40859,Lili Yuan,A,Successful Participant,919
40860,James Allen Morrow,B,Meritorious,675
40861,Yuan Xiujiu,B,Honorable Mention,922
40862,Yuan Xiujiu,B,Successful Participant,922
40863,Ma Yuena,A,Successful Participant,922
40864,Ma Yuena,A,Honorable Mention,922
40865,Liu Jia,A,Successful Participant,922
40866,Liu Jia,A,Successful Participant,922
40867,Liu Rong,D,Honorable Mention,922
40868,Liu Rong,A,Successful Participant,922
40869,Yi Cai,C,Honorable Mention,205
40870,feng wei,B,Meritorious,1
40872,Xiaoming Fan,B,Successful Participant,138
40873,Zhenbo Wang,D,Successful Participant,207
40874,Weimin Wu,A,Meritorious,63
40875,Yuan Ye,A,Honorable Mention,922
40876,Yang Hai Huang,A,Honorable Mention,50
40877,Xu Zhiming,C,Honorable Mention,922
40879,Zhou Yongjun,A,Honorable Mention,922
40880,Zhou Yongjun,A,Successful Participant,922
40881,Kai Hu,A,Honorable Mention,500
40882,Wang Jiafu,D,Honorable Mention,922
40883,Kai Hu,A,Successful Participant,500
